Year,State,County,State FIPS Code,County FIPS Code,Combined FIPS Code,Birth Rate,Lower Confidence Limit,Upper Confidence Limit
2008,Mississippi,Amite,28,5,28005,61.399451,53.013133,70.496545
2009,Mississippi,Amite,28,5,28005,58.821018,50.64778,67.70481
2010,Mississippi,Amite,28,5,28005,54.349328,46.575772,62.8264
2011,Mississippi,Amite,28,5,28005,51.834908,44.141297,60.258375
2012,Mississippi,Amite,28,5,28005,49.406763,41.724623,57.861247
2013,Mississippi,Amite,28,5,28005,44.711244,37.347606,52.879044
2014,Mississippi,Amite,28,5,28005,41.067328,33.857934,49.146208
2015,Mississippi,Amite,28,5,28005,37.732903,30.629635,45.794711
2003,Mississippi,Attala,28,7,28007,67.404979,58.203767,77.393073
2004,Mississippi,Attala,28,7,28007,67.387557,59.067435,76.326854
2005,Mississippi,Attala,28,7,28007,68.821713,60.863406,77.334279
2006,Mississippi,Attala,28,7,28007,73.540905,65.389957,82.240276
2007,Mississippi,Attala,28,7,28007,75.436425,67.209003,84.214213
2008,Mississippi,Attala,28,7,28007,73.83845,65.736607,82.491384
2009,Mississippi,Attala,28,7,28007,70.696762,62.777723,79.169352
2010,Mississippi,Attala,28,7,28007,63.755318,56.338264,71.716096
2011,Mississippi,Attala,28,7,28007,56.899131,49.957787,64.375624
2012,Mississippi,Attala,28,7,28007,53.498288,46.622483,60.931731
2013,Mississippi,Attala,28,7,28007,48.29385,41.671206,55.498043
2014,Mississippi,Attala,28,7,28007,44.336616,37.775751,51.535135
2015,Mississippi,Attala,28,7,28007,40.929054,34.299503,48.296605
2003,Mississippi,Benton,28,9,28009,71.915788,59.363161,85.895307
2004,Mississippi,Benton,28,9,28009,70.154136,58.653903,82.826125
2005,Mississippi,Benton,28,9,28009,69.215355,58.38093,81.083979
2006,Mississippi,Benton,28,9,28009,71.886536,61.028726,83.732149
2007,Mississippi,Benton,28,9,28009,72.187159,61.506329,83.817249
2008,Mississippi,Benton,28,9,28009,70.823868,60.405069,82.167437
2009,Mississippi,Benton,28,9,28009,67.109514,57.146826,77.973316
2010,Mississippi,Benton,28,9,28009,61.619658,52.272324,71.842418
2011,Mississippi,Benton,28,9,28009,57.23991,48.291068,67.062252
2012,Mississippi,Benton,28,9,28009,54.264418,45.441387,63.996784
2013,Mississippi,Benton,28,9,28009,50.195871,41.621559,59.724383
2014,Mississippi,Benton,28,9,28009,46.311599,37.945536,55.698155
2015,Mississippi,Benton,28,9,28009,42.677331,34.465971,52.007542
2003,Mississippi,Bolivar,28,11,28011,79.162129,71.18299,87.606738
2004,Mississippi,Bolivar,28,11,28011,77.409248,70.467411,84.71213
2005,Mississippi,Bolivar,28,11,28011,75.647469,69.129225,82.504386
2006,Mississippi,Bolivar,28,11,28011,80.538419,73.743556,87.680851
2007,Mississippi,Bolivar,28,11,28011,82.8851,75.92595,90.198317
2008,Mississippi,Bolivar,28,11,28011,81.144031,74.231427,88.415409
2009,Mississippi,Bolivar,28,11,28011,78.41222,71.560826,85.6317
2010,Mississippi,Bolivar,28,11,28011,72.24347,65.690844,79.166526
2011,Mississippi,Bolivar,28,11,28011,66.523998,60.202601,73.224274
2012,Mississippi,Bolivar,28,11,28011,61.134993,55.039291,67.611972
2013,Mississippi,Bolivar,28,11,28011,53.885088,48.151364,59.997619
2014,Mississippi,Bolivar,28,11,28011,48.220497,42.630482,54.211109
2015,Mississippi,Bolivar,28,11,28011,44.04128,38.281495,50.288073
2003,Mississippi,Calhoun,28,13,28013,71.814143,61.061411,83.591009
2004,Mississippi,Calhoun,28,13,28013,71.142038,61.359443,81.747663
2005,Mississippi,Calhoun,28,13,28013,68.909692,59.953398,78.572364
2006,Mississippi,Calhoun,28,13,28013,69.919823,61.162572,79.341548
2007,Mississippi,Calhoun,28,13,28013,70.566347,61.887053,79.896448
2008,Mississippi,Calhoun,28,13,28013,68.38622,59.991403,77.413234
2009,Mississippi,Calhoun,28,13,28013,65.483413,57.330268,74.264459
2010,Mississippi,Calhoun,28,13,28013,58.857515,51.297633,67.024772
2011,Mississippi,Calhoun,28,13,28013,54.264877,47.016154,62.125244
2012,Mississippi,Calhoun,28,13,28013,50.626305,43.537523,58.347242
2013,Mississippi,Calhoun,28,13,28013,46.03899,39.193752,53.545145
2014,Mississippi,Calhoun,28,13,28013,42.496373,35.726404,49.986462
2015,Mississippi,Calhoun,28,13,28013,39.529513,32.699978,47.183493
2003,Mississippi,Carroll,28,15,28015,43.850298,35.652987,53.079875
2004,Mississippi,Carroll,28,15,28015,43.212034,35.592418,51.69218
2005,Mississippi,Carroll,28,15,28015,43.185697,35.895982,51.242956
2006,Mississippi,Carroll,28,15,28015,46.018602,38.4989,54.292381
2007,Mississippi,Carroll,28,15,28015,48.199951,40.476721,56.675806
2008,Mississippi,Carroll,28,15,28015,47.309,39.741513,55.615931
2009,Mississippi,Carroll,28,15,28015,45.456768,38.099711,53.548107
2010,Mississippi,Carroll,28,15,28015,42.216042,35.210063,49.951487
2011,Mississippi,Carroll,28,15,28015,39.682462,32.8657,47.249308
2012,Mississippi,Carroll,28,15,28015,38.289488,31.431056,45.95521
2013,Mississippi,Carroll,28,15,28015,35.242655,28.61944,42.710728
2014,Mississippi,Carroll,28,15,28015,32.802529,26.311816,40.198943
2015,Mississippi,Carroll,28,15,28015,30.583407,24.192173,37.959708
2003,Mississippi,Chickasaw,28,17,28017,94.03918,82.366089,106.573397
2004,Mississippi,Chickasaw,28,17,28017,92.573726,82.238853,103.569054
2005,Mississippi,Chickasaw,28,17,28017,91.641053,81.945897,101.937776
2006,Mississippi,Chickasaw,28,17,28017,97.504429,87.524853,108.092763
2007,Mississippi,Chickasaw,28,17,28017,99.093225,89.062886,109.733847
2008,Mississippi,Chickasaw,28,17,28017,95.038164,85.309244,105.372468
2009,Mississippi,Chickasaw,28,17,28017,89.498404,80.149071,99.445407
2010,Mississippi,Chickasaw,28,17,28017,81.032449,72.277341,90.371143
2011,Mississippi,Chickasaw,28,17,28017,73.42483,65.138452,82.289008
2012,Mississippi,Chickasaw,28,17,28017,67.760357,59.698355,76.412645
2013,Mississippi,Chickasaw,28,17,28017,61.307505,53.503183,69.727567
2014,Mississippi,Chickasaw,28,17,28017,55.673014,47.972481,64.050958
2015,Mississippi,Chickasaw,28,17,28017,50.659681,42.885568,59.235395
2003,Mississippi,Choctaw,28,19,28019,47.705815,39.017239,57.443523
2004,Mississippi,Choctaw,28,19,28019,47.049191,38.96993,56.004553
2005,Mississippi,Choctaw,28,19,28019,46.839609,39.133659,55.326718
2006,Mississippi,Choctaw,28,19,28019,50.209364,42.19032,59.007903
2007,Mississippi,Choctaw,28,19,28019,52.647991,44.35107,61.740632
2008,Mississippi,Choctaw,28,19,28019,53.03205,44.65813,62.217285
2009,Mississippi,Choctaw,28,19,28019,51.284467,43.073879,60.309355
2010,Mississippi,Choctaw,28,19,28019,46.828005,39.126895,55.327098
2011,Mississippi,Choctaw,28,19,28019,43.088256,35.754245,51.222619
2012,Mississippi,Choctaw,28,19,28019,41.05526,33.782719,49.170072
2013,Mississippi,Choctaw,28,19,28019,37.66855,30.67446,45.536656
2014,Mississippi,Choctaw,28,19,28019,34.699313,27.906273,42.423242
2015,Mississippi,Choctaw,28,19,28019,31.985372,25.357775,39.620775
2003,Mississippi,Claiborne,28,21,28021,50.085779,42.34013,58.613929
2004,Mississippi,Claiborne,28,21,28021,49.545757,42.478694,57.243847
2005,Mississippi,Claiborne,28,21,28021,49.156585,42.507865,56.36493
2006,Mississippi,Claiborne,28,21,28021,52.34796,45.503122,59.749125
2007,Mississippi,Claiborne,28,21,28021,55.44774,48.316367,63.150254
2008,Mississippi,Claiborne,28,21,28021,55.86399,48.678507,63.627263
2009,Mississippi,Claiborne,28,21,28021,53.514134,46.508571,61.098172
2010,Mississippi,Claiborne,28,21,28021,48.920871,42.315126,56.096003
2011,Mississippi,Claiborne,28,21,28021,44.468488,38.220997,51.281744
2012,Mississippi,Claiborne,28,21,28021,41.71165,35.567651,48.445062
2013,Mississippi,Claiborne,28,21,28021,37.665661,31.794741,44.142899
2014,Mississippi,Claiborne,28,21,28021,34.669972,28.900067,41.094659
2015,Mississippi,Claiborne,28,21,28021,31.662445,25.97984,38.071037
2003,Mississippi,Clarke,28,23,28023,58.837352,50.104325,68.404665
2004,Mississippi,Clarke,28,23,28023,57.793865,49.929785,66.319443
2005,Mississippi,Clarke,28,23,28023,55.935877,48.709959,63.736962
2006,Mississippi,Clarke,28,23,28023,58.28836,51.014264,66.12145
2007,Mississippi,Clarke,28,23,28023,60.040575,52.673324,67.966182
2008,Mississippi,Clarke,28,23,28023,59.486972,52.167145,67.368622
2009,Mississippi,Clarke,28,23,28023,56.327908,49.264822,63.948015
2010,Mississippi,Clarke,28,23,28023,50.819494,44.235903,57.944437
2011,Mississippi,Clarke,28,23,28023,46.397064,40.134101,53.201963
2012,Mississippi,Clarke,28,23,28023,43.981262,37.759583,50.771649
2013,Mississippi,Clarke,28,23,28023,40.545789,34.475719,47.212337
2014,Mississippi,Clarke,28,23,28023,38.109843,32.016671,44.858644
2015,Mississippi,Clarke,28,23,28023,35.783727,29.599665,42.718098
2003,Mississippi,Clay,28,25,28025,60.357144,52.200414,69.20936
2004,Mississippi,Clay,28,25,28025,60.248443,52.880592,68.163178
2005,Mississippi,Clay,28,25,28025,58.921962,52.108821,66.216242
2006,Mississippi,Clay,28,25,28025,60.344436,53.58314,67.574685
2007,Mississippi,Clay,28,25,28025,61.402785,54.600094,68.676665
2008,Mississippi,Clay,28,25,28025,59.189927,52.571625,66.274671
2009,Mississippi,Clay,28,25,28025,54.450441,48.198356,61.157907
2010,Mississippi,Clay,28,25,28025,48.74865,42.922759,55.020398
2011,Mississippi,Clay,28,25,28025,44.976369,39.348103,51.057119
2012,Mississippi,Clay,28,25,28025,41.726066,36.214062,47.707089
2013,Mississippi,Clay,28,25,28025,36.598541,31.441311,42.230507
2014,Mississippi,Clay,28,25,28025,32.60034,27.643893,38.062092
2015,Mississippi,Clay,28,25,28025,30.261474,25.241868,35.864673
2003,Mississippi,Coahoma,28,27,28027,91.211576,81.652055,101.347133
2004,Mississippi,Coahoma,28,27,28027,89.126728,80.777955,97.923147
2005,Mississippi,Coahoma,28,27,28027,87.853539,80.009345,96.113409
2006,Mississippi,Coahoma,28,27,28027,92.854478,84.776179,101.351887
2007,Mississippi,Coahoma,28,27,28027,98.732224,90.296952,107.596134
2008,Mississippi,Coahoma,28,27,28027,99.612447,91.124528,108.531109
2009,Mississippi,Coahoma,28,27,28027,95.803831,87.547877,104.485019
2010,Mississippi,Coahoma,28,27,28027,87.870875,80.062714,96.099774
2011,Mississippi,Coahoma,28,27,28027,82.757054,75.122465,90.823349
2012,Mississippi,Coahoma,28,27,28027,79.847314,72.183463,87.961071
2013,Mississippi,Coahoma,28,27,28027,74.138142,66.563363,82.183031
2014,Mississippi,Coahoma,28,27,28027,66.882836,59.398846,74.875296
2015,Mississippi,Coahoma,28,27,28027,61.266627,53.495293,69.66508
2003,Mississippi,Copiah,28,29,28029,60.93599,53.697132,68.702783
2004,Mississippi,Copiah,28,29,28029,60.993656,54.537764,67.857478
2005,Mississippi,Copiah,28,29,28029,61.18083,55.087441,67.646119
2006,Mississippi,Copiah,28,29,28029,66.158025,59.812292,72.883036
2007,Mississippi,Copiah,28,29,28029,68.699663,62.209643,75.572998
2008,Mississippi,Copiah,28,29,28029,67.941211,61.50407,74.760598
2009,Mississippi,Copiah,28,29,28029,63.73828,57.543639,70.313706
2010,Mississippi,Copiah,28,29,28029,55.736691,50.086865,61.751894
2011,Mississippi,Copiah,28,29,28029,51.401123,45.935787,57.238777
2012,Mississippi,Copiah,28,29,28029,46.660217,41.409883,52.2868
2013,Mississippi,Copiah,28,29,28029,42.138026,37.07596,47.585958
2014,Mississippi,Copiah,28,29,28029,38.7317,33.688666,44.19636
2015,Mississippi,Copiah,28,29,28029,35.964951,30.760154,41.676757
2003,Mississippi,Covington,28,31,28031,73.580017,63.99068,83.940843
2004,Mississippi,Covington,28,31,28031,72.6241,64.075154,81.770728
2005,Mississippi,Covington,28,31,28031,72.560378,64.515194,81.142424
2006,Mississippi,Covington,28,31,28031,75.998963,67.88557,84.639581
2007,Mississippi,Covington,28,31,28031,77.631603,69.469503,86.321955
2008,Mississippi,Covington,28,31,28031,78.230913,70.015526,86.981921
2009,Mississippi,Covington,28,31,28031,73.765476,65.907271,82.144353
2010,Mississippi,Covington,28,31,28031,67.255497,59.875894,75.141474
2011,Mississippi,Covington,28,31,28031,62.775473,55.601255,70.46348
2012,Mississippi,Covington,28,31,28031,60.091807,52.866627,67.859693
2013,Mississippi,Covington,28,31,28031,53.411138,46.520046,60.863095
2014,Mississippi,Covington,28,31,28031,48.640011,41.825948,56.072405
2015,Mississippi,Covington,28,31,28031,44.225128,37.394875,51.773596
2003,Mississippi,De Soto,28,33,28033,46.5508,42.219208,51.123305
2004,Mississippi,De Soto,28,33,28033,46.419421,42.682717,50.337744
2005,Mississippi,De Soto,28,33,28033,45.096536,41.649293,48.707601
2006,Mississippi,De Soto,28,33,28033,46.317438,42.88655,49.906439
2007,Mississippi,De Soto,28,33,28033,45.825683,42.483734,49.318679
2008,Mississippi,De Soto,28,33,28033,44.285786,41.056784,47.661133
2009,Mississippi,De Soto,28,33,28033,40.530332,37.522229,43.677833
2010,Mississippi,De Soto,28,33,28033,36.00985,33.262503,38.889496
2011,Mississippi,De Soto,28,33,28033,33.670062,31.043711,36.427054
2012,Mississippi,De Soto,28,33,28033,31.99122,29.453919,34.656858
2013,Mississippi,De Soto,28,33,28033,29.489639,27.087161,32.01651
2014,Mississippi,De Soto,28,33,28033,26.638723,24.324174,29.077229
2015,Mississippi,De Soto,28,33,28033,24.370969,21.924955,26.969094
2003,Mississippi,Forrest,28,35,28035,48.860112,44.079397,53.919512
2004,Mississippi,Forrest,28,35,28035,49.666488,45.42177,54.128268
2005,Mississippi,Forrest,28,35,28035,51.56706,47.416173,55.924613
2006,Mississippi,Forrest,28,35,28035,57.600613,53.151763,62.26241
2007,Mississippi,Forrest,28,35,28035,61.037359,56.419641,65.870893
2008,Mississippi,Forrest,28,35,28035,59.029215,54.514435,63.758448
2009,Mississippi,Forrest,28,35,28035,53.87098,49.64049,58.309001
2010,Mississippi,Forrest,28,35,28035,47.258525,43.398638,51.318191
2011,Mississippi,Forrest,28,35,28035,41.317495,37.80832,45.016615
2012,Mississippi,Forrest,28,35,28035,37.987461,34.639556,41.523306
2013,Mississippi,Forrest,28,35,28035,34.252768,31.069707,37.622323
2014,Mississippi,Forrest,28,35,28035,31.939833,28.727699,35.351647
2015,Mississippi,Forrest,28,35,28035,30.631665,27.094765,34.430731
2003,Mississippi,Franklin,28,37,28037,50.540479,41.069267,61.191177
2004,Mississippi,Franklin,28,37,28037,50.500853,41.539792,60.468113
2005,Mississippi,Franklin,28,37,28037,50.653041,42.004101,60.216162
2006,Mississippi,Franklin,28,37,28037,54.358121,45.348353,64.277945
2007,Mississippi,Franklin,28,37,28037,57.032095,47.742476,67.237344
2008,Mississippi,Franklin,28,37,28037,57.310758,48.011776,67.524142
2009,Mississippi,Franklin,28,37,28037,55.993664,46.817071,66.09171
2010,Mississippi,Franklin,28,37,28037,51.421686,42.811398,60.929705
2011,Mississippi,Franklin,28,37,28037,47.819381,39.583465,56.952165
2012,Mississippi,Franklin,28,37,28037,45.425036,37.326281,54.453376
2013,Mississippi,Franklin,28,37,28037,41.0985,33.455035,49.6821
2014,Mississippi,Franklin,28,37,28037,37.682952,30.332267,46.01604
2015,Mississippi,Franklin,28,37,28037,34.748243,27.595564,42.959274
2003,Mississippi,George,28,39,28039,84.12998,73.304896,95.804576
2004,Mississippi,George,28,39,28039,84.217195,74.480452,94.616432
2005,Mississippi,George,28,39,28039,85.19568,76.024038,94.955053
2006,Mississippi,George,28,39,28039,91.328838,82.020048,101.206301
2007,Mississippi,George,28,39,28039,94.675734,85.332555,104.574319
2008,Mississippi,George,28,39,28039,91.683195,82.70143,101.198073
2009,Mississippi,George,28,39,28039,88.071952,79.377512,97.290401
2010,Mississippi,George,28,39,28039,81.273649,73.05477,90.00635
2011,Mississippi,George,28,39,28039,75.439763,67.52926,83.865766
2012,Mississippi,George,28,39,28039,70.633622,62.880621,78.913507
2013,Mississippi,George,28,39,28039,63.736769,56.326764,71.676428
2014,Mississippi,George,28,39,28039,59.299685,51.874068,67.299381
2015,Mississippi,George,28,39,28039,55.238469,47.543615,63.628623
2003,Mississippi,Greene,28,41,28041,60.983592,50.874555,72.192043
2004,Mississippi,Greene,28,41,28041,60.318961,50.988602,70.555802
2005,Mississippi,Greene,28,41,28041,59.919245,51.092897,69.551516
2006,Mississippi,Greene,28,41,28041,61.849764,53.046668,71.427855
2007,Mississippi,Greene,28,41,28041,62.883459,54.116315,72.406534
2008,Mississippi,Greene,28,41,28041,61.082952,52.624674,70.267598
2009,Mississippi,Greene,28,41,28041,58.699413,50.528755,67.578112
2010,Mississippi,Greene,28,41,28041,53.355975,45.770262,61.620324
2011,Mississippi,Greene,28,41,28041,48.94423,41.759613,56.79803
2012,Mississippi,Greene,28,41,28041,46.158124,39.095644,53.912902
2013,Mississippi,Greene,28,41,28041,41.507853,34.801021,48.92589
2014,Mississippi,Greene,28,41,28041,38.248385,31.682699,45.577689
2015,Mississippi,Greene,28,41,28041,34.935228,28.500299,42.211655
2003,Mississippi,Grenada,28,43,28043,65.13749,56.535338,74.453345
2004,Mississippi,Grenada,28,43,28043,64.986819,57.291666,73.23027
2005,Mississippi,Grenada,28,43,28043,64.629593,57.47659,72.262556
2006,Mississippi,Grenada,28,43,28043,68.282807,61.05462,75.979502
2007,Mississippi,Grenada,28,43,28043,72.468211,64.979095,80.434632
2008,Mississippi,Grenada,28,43,28043,71.743615,64.307807,79.659277
2009,Mississippi,Grenada,28,43,28043,68.285415,61.05506,75.996004
2010,Mississippi,Grenada,28,43,28043,62.694166,55.809704,70.057497
2011,Mississippi,Grenada,28,43,28043,57.632351,51.011068,64.736612
2012,Mississippi,Grenada,28,43,28043,53.812345,47.300009,60.822692
2013,Mississippi,Grenada,28,43,28043,49.406171,43.041581,56.289747
2014,Mississippi,Grenada,28,43,28043,45.292678,38.975181,52.181126
2015,Mississippi,Grenada,28,43,28043,42.230417,35.73244,49.410263
2003,Mississippi,Hancock,28,45,28045,53.344558,46.982578,60.177393
2004,Mississippi,Hancock,28,45,28045,52.996429,47.36758,58.984651
2005,Mississippi,Hancock,28,45,28045,52.841643,47.532097,58.480689
2006,Mississippi,Hancock,28,45,28045,55.282553,49.836553,61.069809
2007,Mississippi,Hancock,28,45,28045,56.530906,51.024488,62.37965
2008,Mississippi,Hancock,28,45,28045,55.077808,49.687579,60.806016
2009,Mississippi,Hancock,28,45,28045,50.86137,45.783792,56.265247
2010,Mississippi,Hancock,28,45,28045,44.819844,40.199732,49.748276
2011,Mississippi,Hancock,28,45,28045,40.913413,36.546619,45.581663
2012,Mississippi,Hancock,28,45,28045,39.118025,34.778443,43.76607
2013,Mississippi,Hancock,28,45,28045,36.850302,32.537642,41.484376
2014,Mississippi,Hancock,28,45,28045,34.625661,30.258738,39.345417
2015,Mississippi,Hancock,28,45,28045,31.877036,27.40374,36.771419
2003,Mississippi,Harrison,28,47,28047,64.095038,59.525048,68.845343
2004,Mississippi,Harrison,28,47,28047,60.108043,56.259474,64.099343
2005,Mississippi,Harrison,28,47,28047,57.691643,54.034679,61.484993
2006,Mississippi,Harrison,28,47,28047,62.656711,58.710467,66.75019
2007,Mississippi,Harrison,28,47,28047,67.6307,63.465818,71.946866
2008,Mississippi,Harrison,28,47,28047,63.022815,59.080733,67.110053
2009,Mississippi,Harrison,28,47,28047,60.294079,56.459711,64.273186
2010,Mississippi,Harrison,28,47,28047,55.235431,51.624607,58.988382
2011,Mississippi,Harrison,28,47,28047,51.318057,47.858417,54.919959
2012,Mississippi,Harrison,28,47,28047,47.583246,44.257975,51.051412
2013,Mississippi,Harrison,28,47,28047,41.471574,38.433613,44.64689
2014,Mississippi,Harrison,28,47,28047,37.470425,34.534674,40.545785
2015,Mississippi,Harrison,28,47,28047,34.027891,30.926037,37.299579
2003,Mississippi,Hinds,28,49,28049,60.065948,56.305351,63.953425
2004,Mississippi,Hinds,28,49,28049,62.446369,58.999316,66.001095
2005,Mississippi,Hinds,28,49,28049,63.309076,59.88238,66.842284
2006,Mississippi,Hinds,28,49,28049,63.650603,60.231942,67.173863
2007,Mississippi,Hinds,28,49,28049,62.613445,59.232262,66.098548
2008,Mississippi,Hinds,28,49,28049,59.006837,55.757551,62.358338
2009,Mississippi,Hinds,28,49,28049,57.826246,54.61019,61.145694
2010,Mississippi,Hinds,28,49,28049,51.91442,48.922819,55.007158
2011,Mississippi,Hinds,28,49,28049,47.654522,44.828667,50.57972
2012,Mississippi,Hinds,28,49,28049,43.76834,41.088701,46.545538
2013,Mississippi,Hinds,28,49,28049,41.513566,38.864151,44.265536
2014,Mississippi,Hinds,28,49,28049,37.728751,35.166794,40.395255
2015,Mississippi,Hinds,28,49,28049,34.101365,31.39088,36.93758
2003,Mississippi,Holmes,28,51,28051,79.315048,69.859222,89.447953
2004,Mississippi,Holmes,28,51,28051,80.494735,71.910851,89.61264
2005,Mississippi,Holmes,28,51,28051,83.143318,74.806719,91.979845
2006,Mississippi,Holmes,28,51,28051,89.801173,81.127744,98.982046
2007,Mississippi,Holmes,28,51,28051,91.678952,82.938834,100.925179
2008,Mississippi,Holmes,28,51,28051,87.685501,79.250749,96.616424
2009,Mississippi,Holmes,28,51,28051,80.101858,72.177777,88.510904
2010,Mississippi,Holmes,28,51,28051,69.797762,62.593295,77.467716
2011,Mississippi,Holmes,28,51,28051,63.301318,56.460835,70.605175
2012,Mississippi,Holmes,28,51,28051,58.47499,51.800635,65.625155
2013,Mississippi,Holmes,28,51,28051,52.884902,46.424924,59.839133
2014,Mississippi,Holmes,28,51,28051,48.844718,42.373315,55.862224
2015,Mississippi,Holmes,28,51,28051,44.610169,38.047129,51.819887
2003,Mississippi,Humphreys,28,53,28053,103.582695,89.649947,118.623852
2004,Mississippi,Humphreys,28,53,28053,103.935012,91.154783,117.610136
2005,Mississippi,Humphreys,28,53,28053,105.501264,93.22402,118.596094
2006,Mississippi,Humphreys,28,53,28053,113.101516,100.44249,126.571065
2007,Mississippi,Humphreys,28,53,28053,114.263706,101.608494,127.726013
2008,Mississippi,Humphreys,28,53,28053,109.444147,97.135243,122.561027
2009,Mississippi,Humphreys,28,53,28053,103.488696,91.483349,116.317109
2010,Mississippi,Humphreys,28,53,28053,93.29461,81.961928,105.453337
2011,Mississippi,Humphreys,28,53,28053,84.77165,73.911804,96.47371
2012,Mississippi,Humphreys,28,53,28053,79.098813,68.326878,90.770596
2013,Mississippi,Humphreys,28,53,28053,70.248336,59.951286,81.500129
2014,Mississippi,Humphreys,28,53,28053,63.454624,53.392947,74.562945
2015,Mississippi,Humphreys,28,53,28053,58.390969,48.340848,69.630676
2003,Mississippi,Issaquena,28,55,28055,74.157659,53.861441,97.844157
2004,Mississippi,Issaquena,28,55,28055,73.16528,53.482914,95.967921
2005,Mississippi,Issaquena,28,55,28055,72.428427,53.128943,94.700686
2006,Mississippi,Issaquena,28,55,28055,74.968189,55.118678,97.806867
2007,Mississippi,Issaquena,28,55,28055,76.291685,56.079504,99.552963
2008,Mississippi,Issaquena,28,55,28055,75.114642,55.072032,98.252694
2009,Mississippi,Issaquena,28,55,28055,72.267981,52.740152,94.929331
2010,Mississippi,Issaquena,28,55,28055,66.631409,48.299299,88.071341
2011,Mississippi,Issaquena,28,55,28055,62.469782,44.960788,83.110527
2012,Mississippi,Issaquena,28,55,28055,59.457229,42.462855,79.66418
2013,Mississippi,Issaquena,28,55,28055,53.980582,38.208196,72.927433
2014,Mississippi,Issaquena,28,55,28055,49.593676,34.785794,67.565443
2015,Mississippi,Issaquena,28,55,28055,45.805235,31.839498,62.929199
2003,Mississippi,Itawamba,28,57,28057,48.868174,41.943658,56.429265
2004,Mississippi,Itawamba,28,57,28057,48.137407,41.952652,54.81825
2005,Mississippi,Itawamba,28,57,28057,46.411849,40.809995,52.434507
2006,Mississippi,Itawamba,28,57,28057,48.369372,42.78086,54.362422
2007,Mississippi,Itawamba,28,57,28057,49.853268,44.23022,55.878012
2008,Mississippi,Itawamba,28,57,28057,49.575951,44.035292,55.511296
2009,Mississippi,Itawamba,28,57,28057,48.73736,43.270239,54.59709
2010,Mississippi,Itawamba,28,57,28057,45.544016,40.334523,51.137236
2011,Mississippi,Itawamba,28,57,28057,43.988454,38.806551,49.564336
2012,Mississippi,Itawamba,28,57,28057,42.780194,37.547693,48.421829
2013,Mississippi,Itawamba,28,57,28057,39.028525,33.983333,44.491015
2014,Mississippi,Itawamba,28,57,28057,36.618865,31.527902,42.170869
2015,Mississippi,Itawamba,28,57,28057,33.675049,28.513672,39.37658
2003,Mississippi,Jackson,28,59,28059,56.002581,51.283808,60.950338
2004,Mississippi,Jackson,28,59,28059,54.120298,50.12198,58.294168
2005,Mississippi,Jackson,28,59,28059,52.547102,48.806171,56.449243
2006,Mississippi,Jackson,28,59,28059,58.297542,54.278712,62.484521
2007,Mississippi,Jackson,28,59,28059,61.081185,56.95273,65.378194
2008,Mississippi,Jackson,28,59,28059,59.104216,55.091334,63.281677
2009,Mississippi,Jackson,28,59,28059,55.595984,51.727808,59.628233
2010,Mississippi,Jackson,28,59,28059,49.894373,46.284937,53.665472
2011,Mississippi,Jackson,28,59,28059,44.087841,40.740564,47.59448
2012,Mississippi,Jackson,28,59,28059,39.52182,36.386955,42.812911
2013,Mississippi,Jackson,28,59,28059,35.566462,32.60123,38.687345
2014,Mississippi,Jackson,28,59,28059,33.638376,30.624761,36.817808
2015,Mississippi,Jackson,28,59,28059,31.160709,27.930326,34.599625
2003,Mississippi,Jasper,28,61,28061,61.68511,52.714198,71.490281
2004,Mississippi,Jasper,28,61,28061,60.958336,52.844094,69.737655
2005,Mississippi,Jasper,28,61,28061,61.023057,53.348397,69.289865
2006,Mississippi,Jasper,28,61,28061,64.617883,56.828031,72.983157
2007,Mississippi,Jasper,28,61,28061,67.136771,59.232921,75.613836
2008,Mississippi,Jasper,28,61,28061,66.63669,58.829205,75.010948
2009,Mississippi,Jasper,28,61,28061,64.609397,56.943577,72.842616
2010,Mississippi,Jasper,28,61,28061,58.736672,51.549844,66.477554
2011,Mississippi,Jasper,28,61,28061,54.691531,47.718398,62.229221
2012,Mississippi,Jasper,28,61,28061,51.037365,44.221351,58.431656
2013,Mississippi,Jasper,28,61,28061,45.639144,39.173731,52.694379
2014,Mississippi,Jasper,28,61,28061,41.64679,35.304525,48.62788
2015,Mississippi,Jasper,28,61,28061,38.634369,32.220295,45.786089
2003,Mississippi,Jefferson,28,63,28063,90.006803,75.967589,105.392599
2004,Mississippi,Jefferson,28,63,28063,88.130028,75.295534,102.068651
2005,Mississippi,Jefferson,28,63,28063,87.361792,75.135084,100.598888
2006,Mississippi,Jefferson,28,63,28063,90.991364,78.588124,104.389072
2007,Mississippi,Jefferson,28,63,28063,90.27159,78.072506,103.444035
2008,Mississippi,Jefferson,28,63,28063,87.208362,75.327623,100.055889
2009,Mississippi,Jefferson,28,63,28063,82.787824,71.292433,95.248638
2010,Mississippi,Jefferson,28,63,28063,75.260773,64.498683,86.96833
2011,Mississippi,Jefferson,28,63,28063,69.786701,59.440423,81.087732
2012,Mississippi,Jefferson,28,63,28063,66.393066,56.12341,77.662161
2013,Mississippi,Jefferson,28,63,28063,60.29837,50.447223,71.188663
2014,Mississippi,Jefferson,28,63,28063,55.542827,45.89891,66.306724
2015,Mississippi,Jefferson,28,63,28063,51.257922,41.728144,62.025896
2003,Mississippi,Jefferson Davis,28,65,28065,65.95652,55.965925,76.911985
